# Euromilhões data from each draw (top 3 prize count) - Bids per draw in PT
# Scraped from file 373.0 (oldest, Oct/2004) to 12994.0 (Oct/2023)
# Between the first file, 373.0 (Oct/2004), and 12994.0 (Oct/2023), over 1600+ draws happened
# Attention to files as 4630.0 (draw 2004/34), added after draw 373.0 (2004/35) and 2391.0 (2006/50)
# Since 2011-05-06 (draw 6721.0) Euromilhões has draws every Friday and Tuesday (before the date, only Fridays)
# Run using Python v3.10 with libraries: requests, BeautifulSoup
# Created by Fernando Abreu, at 2023-10-15 16:06:45 UTC
# Source of data: https://www.jogossantacasa.pt/web/SCCartazResult/euroMilhoes
draw_seq,draw_date,wins,bids
2021.025,2021-03-26,4,3570737
2021.026,2021-03-30,0,2730448
2021.027,2021-04-02,2,3201800
2021.028,2021-04-06,0,1946805
2021.029,2021-04-09,1,2847349
2021.030,2021-04-13,0,2016258
2021.031,2021-04-16,3,2805714
2021.032,2021-04-20,2,2011762
2021.033,2021-04-23,2,2619944
2021.034,2021-04-27,0,1871661
2021.035,2021-04-30,0,2717602
2021.036,2021-05-04,1,1916049
2021.037,2021-05-07,4,2786654
2021.038,2021-05-11,0,1837478
2021.039,2021-05-14,1,2639562
2021.040,2021-05-18,1,1876270
2021.041,2021-05-21,1,2667071
2021.042,2021-05-25,1,1902156
2021.043,2021-05-28,0,2701911
2021.044,2021-06-01,3,2162994
2021.045,2021-06-04,2,4096935
2021.046,2021-06-08,0,1872197
2021.047,2021-06-11,2,2567275
2021.048,2021-06-15,0,1721872
2021.049,2021-06-18,3,2575314
2021.050,2021-06-22,1,1839865
2021.051,2021-06-25,1,2654668
2021.052,2021-06-29,1,1875127
2021.053,2021-07-02,0,2789053
2021.054,2021-07-06,1,1784149
2021.055,2021-07-09,3,2514558
2021.056,2021-07-13,1,1798665
2021.057,2021-07-16,0,2468828
2021.058,2021-07-20,1,1842116
2021.059,2021-07-23,0,2638110
2021.060,2021-07-27,4,1859816
2021.061,2021-07-30,1,2872984
2021.062,2021-08-03,1,2029031
2021.063,2021-08-06,5,3051409
2021.064,2021-08-10,0,2206183
2021.065,2021-08-13,1,4056010
2021.066,2021-08-17,1,1914920
2021.067,2021-08-20,4,2707109
2021.068,2021-08-24,2,1958887
2021.069,2021-08-27,2,2987636
2021.070,2021-08-31,2,2022934
2021.071,2021-09-03,2,2598739
2021.072,2021-09-07,0,1856262
2021.073,2021-09-10,4,2606402
2021.074,2021-09-14,0,1806729
2021.075,2021-09-17,1,2578545
2021.076,2021-09-21,0,2015632
2021.077,2021-09-24,5,3993041
2021.078,2021-09-28,1,2464709
2021.079,2021-10-01,1,3745833
2021.080,2021-10-05,1,2449161
2021.081,2021-10-08,2,4262574
2021.082,2021-10-12,2,3598853
2021.083,2021-10-15,0,4662383
2021.084,2021-10-19,0,1922050
2021.085,2021-10-22,3,2717143
2021.086,2021-10-26,1,1908743
2021.087,2021-10-29,2,2804404
2021.088,2021-11-02,0,1814862
2021.089,2021-11-05,0,2756627
2021.090,2021-11-09,0,2035253
2021.091,2021-11-12,1,3108076
2021.092,2021-11-16,1,2162804
2021.093,2021-11-19,0,3245794
2021.094,2021-11-23,0,2226942
2021.095,2021-11-26,2,3344378
2021.096,2021-11-30,0,1999394
2021.097,2021-12-03,0,3669210
2021.098,2021-12-07,1,2592673
2021.099,2021-12-10,3,2762953
2021.100,2021-12-14,0,1937987
2021.101,2021-12-17,0,2777836
2021.102,2021-12-21,4,2029581
2021.103,2021-12-24,0,2826018
2021.104,2021-12-28,7,2188317
2021.105,2021-12-31,1,2925881
2022.001,2022-01-04,0,1790252
2022.002,2022-01-07,3,2566872
2022.003,2022-01-11,1,1871767
2022.004,2022-01-14,1,2608431
2022.005,2022-01-18,1,2007476
2022.006,2022-01-21,0,3997829
2022.007,2022-01-25,2,1857487
2022.008,2022-01-28,1,2739454
2022.009,2022-02-01,0,1976901
2022.010,2022-02-04,1,3907755
2022.011,2022-02-08,1,1827380
2022.012,2022-02-11,2,2699109
2022.013,2022-02-15,1,1743691
2022.014,2022-02-18,0,2599619
2022.015,2022-02-22,1,1821194
2022.016,2022-02-25,3,2569366
2022.017,2022-03-01,1,1701987
2022.018,2022-03-04,2,2621085
2022.019,2022-03-08,1,1720828
2022.020,2022-03-11,0,2531879
2022.021,2022-03-15,0,1738462
2022.022,2022-03-18,1,2527462
2022.023,2022-03-22,3,1637646
2022.024,2022-03-25,2,2439324
2022.025,2022-03-29,3,1703869
2022.026,2022-04-01,1,2587817
2022.027,2022-04-05,0,1868335
2022.028,2022-04-08,0,2725839
2022.029,2022-04-12,0,1884329
2022.030,2022-04-15,0,2510681
2022.031,2022-04-19,0,1949585
2022.032,2022-04-22,1,3069390
2022.033,2022-04-26,0,2344156
2022.034,2022-04-29,0,3554676
2022.035,2022-05-03,2,2654359
2022.036,2022-05-06,0,3462557
2022.037,2022-05-10,3,3207489
2022.038,2022-05-13,1,3048732
2022.039,2022-05-17,0,1798629
2022.040,2022-05-20,1,2543104
2022.041,2022-05-24,0,1039427
2022.042,2022-05-27,3,2436587
2022.043,2022-05-31,0,1761209
2022.044,2022-06-03,3,2475202
2022.045,2022-06-07,1,1756270
2022.046,2022-06-10,0,2246489
2022.047,2022-06-14,0,1676623
2022.048,2022-06-17,0,3292915
2022.049,2022-06-21,0,2372500
2022.050,2022-06-24,0,3236014
2022.051,2022-06-28,1,2519745
2022.052,2022-07-01,3,3673934
2022.053,2022-07-05,1,2711614
2022.054,2022-07-08,0,4057245
2022.055,2022-07-12,0,3026680
2022.056,2022-07-15,2,4073017
2022.057,2022-07-19,0,2968700
2022.058,2022-07-22,2,2654849
2022.059,2022-07-26,2,1879217
2022.060,2022-07-29,1,2701599
2022.061,2022-08-02,0,1839358
2022.062,2022-08-05,1,2628755
2022.063,2022-08-09,0,1936833
2022.064,2022-08-12,0,2867655
2022.065,2022-08-16,0,1910315
2022.066,2022-08-19,1,2918818
2022.067,2022-08-23,0,2048087
2022.068,2022-08-26,3,3183975
2022.069,2022-08-30,2,2408201
2022.070,2022-09-02,4,3104018
2022.071,2022-09-06,1,1935894
2022.072,2022-09-09,3,3673092
2022.073,2022-09-13,3,2328976
2022.074,2022-09-16,1,3485164
2022.075,2022-09-20,1,2417192
2022.076,2022-09-23,0,3704544
2022.077,2022-09-27,4,1835523
2022.078,2022-09-30,1,2651969
2022.079,2022-10-04,2,1888706
2022.080,2022-10-07,0,2601031
2022.081,2022-10-11,0,1941961
2022.082,2022-10-14,1,2724056
2022.083,2022-10-18,0,1924780
2022.084,2022-10-21,1,3055073
2022.085,2022-10-25,0,2090553
2022.086,2022-10-28,3,3154044
2022.087,2022-11-01,0,2071209
2022.088,2022-11-04,1,3427946
2022.089,2022-11-08,1,1842371
2022.090,2022-11-11,2,2674135
2022.091,2022-11-15,2,1806937
2022.092,2022-11-18,2,2606196
2022.093,2022-11-22,0,1811125
2022.094,2022-11-25,1,2608918
2022.095,2022-11-29,0,1979035
2022.096,2022-12-02,2,3499591
2022.097,2022-12-06,0,2283265
2022.098,2022-12-09,1,2561027
2022.099,2022-12-13,2,1775648
2022.100,2022-12-16,1,2634599
2022.101,2022-12-20,1,1927558
2022.102,2022-12-23,1,2727533
2022.103,2022-12-27,1,1845954
2022.104,2022-12-30,2,2915189
2023.001,2023-01-03,2,1886241
2023.002,2023-01-06,0,2690130
2023.003,2023-01-10,0,1969803
2023.004,2023-01-13,0,3532229
2023.005,2023-01-17,1,1778760
2023.006,2023-01-20,2,2586279
2023.007,2023-01-24,1,1799196
2023.008,2023-01-27,1,2598904
2023.009,2023-01-31,0,1945339
2023.010,2023-02-03,4,3989056
2023.011,2023-02-07,1,1841472
2023.012,2023-02-10,3,2706202
2023.013,2023-02-14,0,1858989
2023.014,2023-02-17,2,2666727
2023.015,2023-02-21,1,1748272
2023.016,2023-02-24,0,2801062
2023.017,2023-02-28,2,1811798
2023.018,2023-03-03,4,4085807
2023.019,2023-03-07,2,2313593
2023.020,2023-03-10,0,2667106
2023.021,2023-03-14,0,1770852
2023.022,2023-03-17,2,2584661
2023.023,2023-03-21,2,1792463
2023.024,2023-03-24,3,2598998
2023.025,2023-03-28,0,1635354
2023.026,2023-03-31,0,2470992
2023.027,2023-04-04,1,1724005
2023.028,2023-04-07,1,2364172
2023.029,2023-04-11,4,1732223
2023.030,2023-04-14,1,2722195
2023.031,2023-04-18,2,1832302
2023.032,2023-04-21,1,2759497
2023.033,2023-04-25,2,1798882
2023.034,2023-04-28,4,3086501
2023.035,2023-05-02,0,1973385
2023.036,2023-05-05,2,2926866
2023.037,2023-05-09,2,1699923
2023.038,2023-05-12,0,2461097
2023.039,2023-05-16,1,1710756
2023.040,2023-05-19,1,2464264
2023.041,2023-05-23,1,1715443
2023.042,2023-05-26,0,2489910
2023.043,2023-05-30,0,1890827
2023.044,2023-06-02,3,3862436
2023.045,2023-06-06,3,1685368
2023.046,2023-06-09,0,2405912
2023.047,2023-06-13,1,1675336
2023.048,2023-06-16,1,2427410
2023.049,2023-06-20,2,1739466
2023.050,2023-06-23,0,2320381
2023.051,2023-06-27,1,1593174
2023.052,2023-06-30,0,2362745
2023.053,2023-07-04,0,1671192
2023.054,2023-07-07,0,2420965
2023.055,2023-07-11,1,1772853
2023.056,2023-07-14,1,2337235
2023.057,2023-07-18,0,1650253
2023.058,2023-07-21,2,2532083
2023.059,2023-07-25,3,1744260
2023.060,2023-07-28,1,2693532
2023.061,2023-08-01,0,1866962
2023.062,2023-08-04,1,2403859
2023.063,2023-08-08,0,1711662
2023.064,2023-08-11,2,2430378
2023.065,2023-08-15,1,1612555
2023.066,2023-08-18,1,2705984
2023.067,2023-08-22,1,1813952
2023.068,2023-08-25,1,2762832
2023.069,2023-08-29,1,1919901
2023.070,2023-09-01,2,3089251
2023.071,2023-09-05,0,1700543
2023.072,2023-09-08,1,2471890
2023.073,2023-09-12,2,1759929
2023.074,2023-09-15,0,2573263
2023.075,2023-09-19,0,1648295
2023.076,2023-09-22,0,2396901
2023.077,2023-09-26,2,1766560
2023.078,2023-09-29,6,3894520
2023.079,2023-10-03,3,1686318
